
========> The following is the setup for this run:

2021_7_29_15_58_32_data_fashionmnist_arch_conv4_init_kaimingn_GPUs_1_minib_60_opt_Adam_lr_0.0003_lrpolicy_constant_lr_ep_1

arch: conv4
pretrained: False
resume: 
dataname: fashionmnist
datapath: ./data/mnist/
workers: 20
batch_size: 60
init_policy: kaimingn
init_kaiming_mode: fan_in
init_kaiming_nonlinearity: relu
init_bias: zero
optimizer: Adam
epochs: 1
initial_epoch: 0
label_smoothing: 0.0
weight_decay: 0.0
lr: 0.0003
lr_policy: constant_lr
warmup_length: 0
lr_gamma: 0.0
lr_steps: None
lowest_lr: 0.0001
scale_coslr: 1
exp_coslr: 1
normal_exp_scale: 1500
momentum: 0.0
nesterov: False
evaluate: False
print_freq_tr: 10
print_freq_ts: 10
config: fashionmnist_conv4_train
logterminal: True
save_stages: False
gpu_idx: ['0']
local_rank: 0
channels_last: False
lr_step: 0
distributed: False
world_size: 1

=> Global rank of the current node is 0 and the process id is 40766.
=> There are 1 process(es) runing on GPU(s).
=> Visible GPU(s) are ['0'] for running 1 process(es).
=> Execute `nvidia-smi` on a differnt terminal to see used GPUs.
=> GPU 0 whose id is 0 is being used for training of the current process.

Downloading http://fashion-mnist.s3-website.eu-central-1.amazonaws.com/train-images-idx3-ubyte.gz to ./data/mnist/FashionMNIST/raw/train-images-idx3-ubyte.gz
Extracting ./data/mnist/FashionMNIST/raw/train-images-idx3-ubyte.gz to ./data/mnist/FashionMNIST/raw
Downloading http://fashion-mnist.s3-website.eu-central-1.amazonaws.com/train-labels-idx1-ubyte.gz to ./data/mnist/FashionMNIST/raw/train-labels-idx1-ubyte.gz
Extracting ./data/mnist/FashionMNIST/raw/train-labels-idx1-ubyte.gz to ./data/mnist/FashionMNIST/raw
Downloading http://fashion-mnist.s3-website.eu-central-1.amazonaws.com/t10k-images-idx3-ubyte.gz to ./data/mnist/FashionMNIST/raw/t10k-images-idx3-ubyte.gz
Extracting ./data/mnist/FashionMNIST/raw/t10k-images-idx3-ubyte.gz to ./data/mnist/FashionMNIST/raw
Downloading http://fashion-mnist.s3-website.eu-central-1.amazonaws.com/t10k-labels-idx1-ubyte.gz to ./data/mnist/FashionMNIST/raw/t10k-labels-idx1-ubyte.gz
Extracting ./data/mnist/FashionMNIST/raw/t10k-labels-idx1-ubyte.gz to ./data/mnist/FashionMNIST/raw
Processing...
Done!
=> The model, i.e., conv4, is being replicated on 1 processes.

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  10/1000] | Time(avg): 0.93 | Speed: (pics/sec):   642
Learning rate: 0.00030000 | Curr loss: 1.7181 | Avg loss: 2.8086 | Prec@1(avg) 24.67 % | Prec@5(avg) 63.50 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  20/1000] | Time(avg): 0.62 | Speed: (pics/sec):   961
Learning rate: 0.00030000 | Curr loss: 1.0551 | Avg loss: 2.0788 | Prec@1(avg) 40.25 % | Prec@5(avg) 78.33 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  30/1000] | Time(avg): 0.49 | Speed: (pics/sec):  1225
Learning rate: 0.00030000 | Curr loss: 0.7033 | Avg loss: 1.6784 | Prec@1(avg) 49.67 % | Prec@5(avg) 84.89 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  40/1000] | Time(avg): 0.43 | Speed: (pics/sec):  1402
Learning rate: 0.00030000 | Curr loss: 0.7998 | Avg loss: 1.4408 | Prec@1(avg) 56.08 % | Prec@5(avg) 88.37 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  50/1000] | Time(avg): 0.37 | Speed: (pics/sec):  1609
Learning rate: 0.00030000 | Curr loss: 0.4846 | Avg loss: 1.2760 | Prec@1(avg) 60.30 % | Prec@5(avg) 90.60 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  60/1000] | Time(avg): 0.34 | Speed: (pics/sec):  1754
Learning rate: 0.00030000 | Curr loss: 0.4878 | Avg loss: 1.1546 | Prec@1(avg) 63.56 % | Prec@5(avg) 92.06 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  70/1000] | Time(avg): 0.33 | Speed: (pics/sec):  1824
Learning rate: 0.00030000 | Curr loss: 0.4400 | Avg loss: 1.0717 | Prec@1(avg) 65.90 % | Prec@5(avg) 93.02 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  80/1000] | Time(avg): 0.32 | Speed: (pics/sec):  1904
Learning rate: 0.00030000 | Curr loss: 0.5000 | Avg loss: 1.0021 | Prec@1(avg) 67.83 % | Prec@5(avg) 93.87 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  90/1000] | Time(avg): 0.31 | Speed: (pics/sec):  1906
Learning rate: 0.00030000 | Curr loss: 0.8367 | Avg loss: 0.9497 | Prec@1(avg) 69.22 % | Prec@5(avg) 94.46 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 100/1000] | Time(avg): 0.31 | Speed: (pics/sec):  1938
