
========> The following is the setup for this run:

2021_7_29_15_18_34_data_cifar10_arch_conv2_init_kaimingn_GPUs_1_minib_60_opt_Adam_lr_0.0002_lrpolicy_constant_lr_ep_1

arch: conv2
pretrained: False
resume: 
dataname: cifar10
datapath: ./data/cifar10/
workers: 20
batch_size: 60
init_policy: kaimingn
init_kaiming_mode: fan_in
init_kaiming_nonlinearity: relu
init_bias: zero
optimizer: Adam
epochs: 1
initial_epoch: 0
label_smoothing: 0.0
weight_decay: 0.0
lr: 0.0002
lr_policy: constant_lr
warmup_length: 0
lr_gamma: 0.0
lr_steps: 0
lowest_lr: 0.0001
scale_coslr: 1
exp_coslr: 1
normal_exp_scale: 1500
momentum: 0.0
nesterov: False
evaluate: False
print_freq_tr: 10
print_freq_ts: 10
config: cifar10_conv2_train
logterminal: True
save_stages: False
gpu_idx: ['0']
local_rank: 0
channels_last: False
prepruned_model: False
pruning_strategy: lottery
percent: 0
initial_stage: 0
stages: 1
local_prune: False
prune_bias: False
prune_bn: False
local_quant: False
distributed: False
world_size: 1

=> Global rank of the current node is 0 and the process id is 34913.
=> There are 1 process(es) runing on GPU(s).
=> Visible GPU(s) are ['0'] for running 1 process(es).
=> Execute `nvidia-smi` on a differnt terminal to see used GPUs.
=> GPU 0 whose id is 0 is being used for training of the current process.

Files already downloaded and verified
=> The model, i.e., conv2, is being replicated on 1 processes.

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  10/ 834] | Time(avg): 0.79 | Speed: (pics/sec):   761
Learning rate: 0.00020000 | Curr loss: 4.3020 | Avg loss: 5.5613 | Prec@1(avg) 11.33 % | Prec@5(avg) 51.50 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  20/ 834] | Time(avg): 0.48 | Speed: (pics/sec):  1242
Learning rate: 0.00020000 | Curr loss: 2.2627 | Avg loss: 4.2410 | Prec@1(avg) 13.92 % | Prec@5(avg) 57.17 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  30/ 834] | Time(avg): 0.44 | Speed: (pics/sec):  1377
Learning rate: 0.00020000 | Curr loss: 2.3490 | Avg loss: 3.5784 | Prec@1(avg) 15.56 % | Prec@5(avg) 61.72 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  40/ 834] | Time(avg): 0.39 | Speed: (pics/sec):  1554
Learning rate: 0.00020000 | Curr loss: 2.2472 | Avg loss: 3.2058 | Prec@1(avg) 18.17 % | Prec@5(avg) 64.62 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  50/ 834] | Time(avg): 0.35 | Speed: (pics/sec):  1702
Learning rate: 0.00020000 | Curr loss: 1.9507 | Avg loss: 2.9546 | Prec@1(avg) 20.50 % | Prec@5(avg) 67.30 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  60/ 834] | Time(avg): 0.32 | Speed: (pics/sec):  1890
Learning rate: 0.00020000 | Curr loss: 2.0726 | Avg loss: 2.7988 | Prec@1(avg) 21.94 % | Prec@5(avg) 68.78 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  70/ 834] | Time(avg): 0.30 | Speed: (pics/sec):  2024
Learning rate: 0.00020000 | Curr loss: 1.8139 | Avg loss: 2.6690 | Prec@1(avg) 23.14 % | Prec@5(avg) 70.55 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  80/ 834] | Time(avg): 0.29 | Speed: (pics/sec):  2075
Learning rate: 0.00020000 | Curr loss: 1.9540 | Avg loss: 2.5791 | Prec@1(avg) 23.85 % | Prec@5(avg) 71.75 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  90/ 834] | Time(avg): 0.29 | Speed: (pics/sec):  2100
Learning rate: 0.00020000 | Curr loss: 1.8097 | Avg loss: 2.4981 | Prec@1(avg) 24.87 % | Prec@5(avg) 73.13 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 100/ 834] | Time(avg): 0.28 | Speed: (pics/sec):  2156
Learning rate: 0.00020000 | Curr loss: 1.9458 | Avg loss: 2.4335 | Prec@1(avg) 25.65 % | Prec@5(avg) 73.97 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 110/ 834] | Time(avg): 0.28 | Speed: (pics/sec):  2126
Learning rate: 0.00020000 | Curr loss: 1.7636 | Avg loss: 2.3786 | Prec@1(avg) 26.61 % | Prec@5(avg) 74.92 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 120/ 834] | Time(avg): 0.28 | Speed: (pics/sec):  2175
Learning rate: 0.00020000 | Curr loss: 2.0105 | Avg loss: 2.3352 | Prec@1(avg) 27.40 % | Prec@5(avg) 75.68 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 130/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2204
Learning rate: 0.00020000 | Curr loss: 1.7314 | Avg loss: 2.2977 | Prec@1(avg) 27.97 % | Prec@5(avg) 76.42 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 140/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2235
Learning rate: 0.00020000 | Curr loss: 1.7642 | Avg loss: 2.2643 | Prec@1(avg) 28.29 % | Prec@5(avg) 77.05 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 150/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2253
Learning rate: 0.00020000 | Curr loss: 1.8051 | Avg loss: 2.2326 | Prec@1(avg) 28.78 % | Prec@5(avg) 77.44 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 160/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2272
Learning rate: 0.00020000 | Curr loss: 1.6095 | Avg loss: 2.2007 | Prec@1(avg) 29.31 % | Prec@5(avg) 77.98 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 170/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2295
Learning rate: 0.00020000 | Curr loss: 1.5879 | Avg loss: 2.1721 | Prec@1(avg) 29.79 % | Prec@5(avg) 78.43 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 180/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2312
Learning rate: 0.00020000 | Curr loss: 1.6643 | Avg loss: 2.1438 | Prec@1(avg) 30.33 % | Prec@5(avg) 78.99 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 190/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2345
Learning rate: 0.00020000 | Curr loss: 1.6782 | Avg loss: 2.1238 | Prec@1(avg) 30.72 % | Prec@5(avg) 79.23 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 200/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2345
Learning rate: 0.00020000 | Curr loss: 1.6216 | Avg loss: 2.1027 | Prec@1(avg) 30.98 % | Prec@5(avg) 79.71 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 210/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2347
Learning rate: 0.00020000 | Curr loss: 1.6130 | Avg loss: 2.0823 | Prec@1(avg) 31.51 % | Prec@5(avg) 80.08 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 220/ 834] | Time(avg): 0.25 | Speed: (pics/sec):  2383
Learning rate: 0.00020000 | Curr loss: 1.8524 | Avg loss: 2.0655 | Prec@1(avg) 31.86 % | Prec@5(avg) 80.36 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 230/ 834] | Time(avg): 0.25 | Speed: (pics/sec):  2401
Learning rate: 0.00020000 | Curr loss: 1.6027 | Avg loss: 2.0494 | Prec@1(avg) 32.24 % | Prec@5(avg) 80.67 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 240/ 834] | Time(avg): 0.25 | Speed: (pics/sec):  2382
Learning rate: 0.00020000 | Curr loss: 1.6221 | Avg loss: 2.0358 | Prec@1(avg) 32.47 % | Prec@5(avg) 80.90 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 250/ 834] | Time(avg): 0.25 | Speed: (pics/sec):  2402
Learning rate: 0.00020000 | Curr loss: 1.9029 | Avg loss: 2.0209 | Prec@1(avg) 32.75 % | Prec@5(avg) 81.21 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 260/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2311
Learning rate: 0.00020000 | Curr loss: 1.5154 | Avg loss: 2.0073 | Prec@1(avg) 33.05 % | Prec@5(avg) 81.45 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 270/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2319
Learning rate: 0.00020000 | Curr loss: 1.4960 | Avg loss: 1.9908 | Prec@1(avg) 33.51 % | Prec@5(avg) 81.83 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 280/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2332
Learning rate: 0.00020000 | Curr loss: 1.5589 | Avg loss: 1.9794 | Prec@1(avg) 33.76 % | Prec@5(avg) 82.10 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 290/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2322
Learning rate: 0.00020000 | Curr loss: 1.6904 | Avg loss: 1.9697 | Prec@1(avg) 33.86 % | Prec@5(avg) 82.31 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 300/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2322
Learning rate: 0.00020000 | Curr loss: 1.5175 | Avg loss: 1.9585 | Prec@1(avg) 34.02 % | Prec@5(avg) 82.59 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 310/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2320
Learning rate: 0.00020000 | Curr loss: 1.7427 | Avg loss: 1.9468 | Prec@1(avg) 34.25 % | Prec@5(avg) 82.82 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 320/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2304
Learning rate: 0.00020000 | Curr loss: 1.4389 | Avg loss: 1.9343 | Prec@1(avg) 34.59 % | Prec@5(avg) 83.10 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 330/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2286
Learning rate: 0.00020000 | Curr loss: 1.5405 | Avg loss: 1.9232 | Prec@1(avg) 34.84 % | Prec@5(avg) 83.33 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 340/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2265
Learning rate: 0.00020000 | Curr loss: 1.7242 | Avg loss: 1.9130 | Prec@1(avg) 35.11 % | Prec@5(avg) 83.52 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 350/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2211
Learning rate: 0.00020000 | Curr loss: 1.7650 | Avg loss: 1.9040 | Prec@1(avg) 35.31 % | Prec@5(avg) 83.70 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 360/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2223
Learning rate: 0.00020000 | Curr loss: 1.4501 | Avg loss: 1.8950 | Prec@1(avg) 35.60 % | Prec@5(avg) 83.82 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 370/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2211
Learning rate: 0.00020000 | Curr loss: 1.7497 | Avg loss: 1.8882 | Prec@1(avg) 35.73 % | Prec@5(avg) 83.99 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 380/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2231
Learning rate: 0.00020000 | Curr loss: 1.5578 | Avg loss: 1.8793 | Prec@1(avg) 35.92 % | Prec@5(avg) 84.14 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 390/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2250
Learning rate: 0.00020000 | Curr loss: 1.4637 | Avg loss: 1.8701 | Prec@1(avg) 36.14 % | Prec@5(avg) 84.34 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 400/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2222
Learning rate: 0.00020000 | Curr loss: 1.4935 | Avg loss: 1.8620 | Prec@1(avg) 36.29 % | Prec@5(avg) 84.47 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 410/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2222
Learning rate: 0.00020000 | Curr loss: 1.5900 | Avg loss: 1.8544 | Prec@1(avg) 36.48 % | Prec@5(avg) 84.62 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 420/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2235
Learning rate: 0.00020000 | Curr loss: 1.5207 | Avg loss: 1.8458 | Prec@1(avg) 36.60 % | Prec@5(avg) 84.81 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 430/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2220
Learning rate: 0.00020000 | Curr loss: 1.6768 | Avg loss: 1.8385 | Prec@1(avg) 36.79 % | Prec@5(avg) 84.94 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 440/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2230
Learning rate: 0.00020000 | Curr loss: 1.6341 | Avg loss: 1.8331 | Prec@1(avg) 36.89 % | Prec@5(avg) 85.07 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 450/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2251
Learning rate: 0.00020000 | Curr loss: 1.4779 | Avg loss: 1.8281 | Prec@1(avg) 36.99 % | Prec@5(avg) 85.20 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 460/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2247
Learning rate: 0.00020000 | Curr loss: 1.4869 | Avg loss: 1.8210 | Prec@1(avg) 37.17 % | Prec@5(avg) 85.32 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 470/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2250
Learning rate: 0.00020000 | Curr loss: 1.6090 | Avg loss: 1.8150 | Prec@1(avg) 37.31 % | Prec@5(avg) 85.44 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 480/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2248
Learning rate: 0.00020000 | Curr loss: 1.4073 | Avg loss: 1.8091 | Prec@1(avg) 37.50 % | Prec@5(avg) 85.56 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 490/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2234
Learning rate: 0.00020000 | Curr loss: 1.3972 | Avg loss: 1.8028 | Prec@1(avg) 37.66 % | Prec@5(avg) 85.69 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 500/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2239
Learning rate: 0.00020000 | Curr loss: 1.4341 | Avg loss: 1.7970 | Prec@1(avg) 37.83 % | Prec@5(avg) 85.79 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 510/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2241
Learning rate: 0.00020000 | Curr loss: 1.5564 | Avg loss: 1.7902 | Prec@1(avg) 38.02 % | Prec@5(avg) 85.90 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 520/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2236
Learning rate: 0.00020000 | Curr loss: 1.6083 | Avg loss: 1.7839 | Prec@1(avg) 38.20 % | Prec@5(avg) 85.97 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 530/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2252
Learning rate: 0.00020000 | Curr loss: 1.5961 | Avg loss: 1.7790 | Prec@1(avg) 38.36 % | Prec@5(avg) 86.07 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 540/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2226
Learning rate: 0.00020000 | Curr loss: 1.3809 | Avg loss: 1.7728 | Prec@1(avg) 38.57 % | Prec@5(avg) 86.16 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 550/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2227
Learning rate: 0.00020000 | Curr loss: 1.6111 | Avg loss: 1.7668 | Prec@1(avg) 38.76 % | Prec@5(avg) 86.28 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 560/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2225
Learning rate: 0.00020000 | Curr loss: 1.8669 | Avg loss: 1.7631 | Prec@1(avg) 38.84 % | Prec@5(avg) 86.36 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 570/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2226
Learning rate: 0.00020000 | Curr loss: 1.4664 | Avg loss: 1.7577 | Prec@1(avg) 38.97 % | Prec@5(avg) 86.44 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 580/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2237
Learning rate: 0.00020000 | Curr loss: 1.3731 | Avg loss: 1.7527 | Prec@1(avg) 39.12 % | Prec@5(avg) 86.53 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 590/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2215
Learning rate: 0.00020000 | Curr loss: 1.5125 | Avg loss: 1.7483 | Prec@1(avg) 39.24 % | Prec@5(avg) 86.63 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 600/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2207
Learning rate: 0.00020000 | Curr loss: 1.5108 | Avg loss: 1.7433 | Prec@1(avg) 39.41 % | Prec@5(avg) 86.70 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 610/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2217
Learning rate: 0.00020000 | Curr loss: 1.5225 | Avg loss: 1.7385 | Prec@1(avg) 39.58 % | Prec@5(avg) 86.78 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 620/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2225
Learning rate: 0.00020000 | Curr loss: 1.4475 | Avg loss: 1.7338 | Prec@1(avg) 39.70 % | Prec@5(avg) 86.86 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 630/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2234
Learning rate: 0.00020000 | Curr loss: 1.5931 | Avg loss: 1.7278 | Prec@1(avg) 39.88 % | Prec@5(avg) 86.99 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 640/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2241
Learning rate: 0.00020000 | Curr loss: 1.5217 | Avg loss: 1.7246 | Prec@1(avg) 39.95 % | Prec@5(avg) 87.05 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 650/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2247
Learning rate: 0.00020000 | Curr loss: 1.4711 | Avg loss: 1.7206 | Prec@1(avg) 40.07 % | Prec@5(avg) 87.12 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 660/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2256
Learning rate: 0.00020000 | Curr loss: 1.4787 | Avg loss: 1.7159 | Prec@1(avg) 40.22 % | Prec@5(avg) 87.21 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 670/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2230
Learning rate: 0.00020000 | Curr loss: 1.6169 | Avg loss: 1.7130 | Prec@1(avg) 40.28 % | Prec@5(avg) 87.28 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 680/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2231
Learning rate: 0.00020000 | Curr loss: 1.5349 | Avg loss: 1.7080 | Prec@1(avg) 40.45 % | Prec@5(avg) 87.37 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 690/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2247
Learning rate: 0.00020000 | Curr loss: 1.6828 | Avg loss: 1.7036 | Prec@1(avg) 40.59 % | Prec@5(avg) 87.46 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 700/ 834] | Time(avg): 0.28 | Speed: (pics/sec):  2147
Learning rate: 0.00020000 | Curr loss: 1.5348 | Avg loss: 1.7009 | Prec@1(avg) 40.64 % | Prec@5(avg) 87.52 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 710/ 834] | Time(avg): 0.28 | Speed: (pics/sec):  2158
Learning rate: 0.00020000 | Curr loss: 1.6284 | Avg loss: 1.6978 | Prec@1(avg) 40.75 % | Prec@5(avg) 87.60 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 720/ 834] | Time(avg): 0.28 | Speed: (pics/sec):  2164
Learning rate: 0.00020000 | Curr loss: 1.3438 | Avg loss: 1.6944 | Prec@1(avg) 40.83 % | Prec@5(avg) 87.64 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 730/ 834] | Time(avg): 0.28 | Speed: (pics/sec):  2166
Learning rate: 0.00020000 | Curr loss: 1.3045 | Avg loss: 1.6905 | Prec@1(avg) 40.95 % | Prec@5(avg) 87.70 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 740/ 834] | Time(avg): 0.28 | Speed: (pics/sec):  2168
Learning rate: 0.00020000 | Curr loss: 1.3192 | Avg loss: 1.6863 | Prec@1(avg) 41.06 % | Prec@5(avg) 87.77 %

